"name","state","lat","lng"
"Abanda",AL,33.091627,-85.527029
"Abbeville",AL,31.564689,-85.259124
"Adamsville",AL,33.60575,-86.97465
"Addison",AL,34.202681,-87.178004
"Akron",AL,32.879495,-87.741679
"Alabaster",AL,33.219442,-86.823907
"Albertville",AL,34.26313,-86.21066
"Alexander",AL,32.92724,-85.937122
"Alexandria",AL,33.760819,-85.872008
"Aliceville",AL,33.123686,-88.159364
"Allgood",AL,33.907623,-86.516109
"Altoona",AL,34.039204,-86.305697
"Andalusia",AL,31.309436,-86.478031
"Anderson",AL,34.915675,-87.274274
"Anniston",AL,33.67344,-85.810918
"Arab",AL,34.332387,-86.501167
"Ardmore",AL,34.987838,-86.829022
"Argo",AL,33.691576,-86.503766
"Ariton",AL,31.597772,-85.713061
"Arley",AL,34.076234,-87.217831
"Ashford",AL,31.185284,-85.236236
"Ashland",AL,33.269892,-85.833706
"Ashville",AL,33.835197,-86.270015
"Athens",AL,34.779021,-86.950799
"Atmore",AL,31.127936,-87.457643
"Attalla",AL,33.986189,-86.121037
"Auburn",AL,32.607722,-85.489545
"Autaugaville",AL,32.432563,-86.658752
"Avon",AL,31.179727,-85.279211
"Axis",AL,30.922563,-88.02185
"Babbie",AL,31.302083,-86.319437
"Baileyton",AL,34.260858,-86.608788
"Bakerhill",AL,31.776923,-85.295408
"Ballplay",AL,34.023046,-85.801481
"Banks",AL,31.813264,-85.836434
"Bay Minette",AL,30.894436,-87.791306
"Bayou La Batre",AL,30.407586,-88.263271
"Bear Creek",AL,34.255481,-87.713399
"Beatrice",AL,31.733309,-87.209046
"Beaverton",AL,33.935411,-88.021778
"Belgreen",AL,34.474665,-87.861685
"Belk",AL,33.651647,-87.928609
"Bellamy",AL,32.463658,-88.131481
"Belle Fontaine",AL,30.489492,-88.10594
"Benton",AL,32.307931,-86.817546
"Berry",AL,33.666702,-87.609311
"Bessemer",AL,33.370789,-86.971596
"Billingsley",AL,32.66522,-86.706673
"Birmingham",AL,33.527444,-86.799047
"Black",AL,31.010249,-85.742791
"Blountsville",AL,34.075728,-86.583728
"Blue Ridge",AL,32.4989,-86.182436
"Blue Springs",AL,31.663516,-85.503526
"Boaz",AL,34.19902,-86.155151
"Boligee",AL,32.7681,-88.028579
"Bon Air",AL,33.25937,-86.327148
"Boykin",AL,32.068375,-87.294343
"Brantley",AL,31.581992,-86.256784
"Brantleyville",AL,33.219303,-86.882522
"Brent",AL,32.944893,-87.172088
"Brewton",AL,31.109175,-87.076583
"Bridgeport",AL,34.949312,-85.723765
"Brighton",AL,33.439229,-86.945385
"Brilliant",AL,34.025353,-87.769145
"Bristow Cove",AL,34.109216,-86.240993
"Brook Highland",AL,33.442183,-86.686686
"Brookside",AL,33.636966,-86.89608
"Brookwood",AL,33.239844,-87.331494
"Broomtown",AL,34.365728,-85.532112
"Brundidge",AL,31.717639,-85.81755
"Bucks",AL,31.016881,-88.026385
"Butler",AL,32.095113,-88.21397
"Calera",AL,33.122324,-86.745644
"Calvert",AL,31.15447,-88.01046
"Camden",AL,31.998493,-87.28895
"Camp Hill",AL,32.797327,-85.655833
"Carbon Hill",AL,33.894991,-87.522078
"Cardiff",AL,33.647188,-86.930557
"Carlisle-Rockledge",AL,34.114451,-86.124073
"Carlton",AL,31.348571,-87.835666
"Carolina",AL,31.23415,-86.521001
"Carrollton",AL,33.261903,-88.095071
"Castleberry",AL,31.299678,-87.029129
"Catherine",AL,32.18617,-87.469978
"Cedar Bluff",AL,34.221422,-85.588565
"Center Point",AL,33.643903,-86.684567
"Centre",AL,34.155363,-85.668842
"Centreville",AL,32.958798,-87.132305
"Chatom",AL,31.469145,-88.246019
"Chelsea",AL,33.326887,-86.629519
"Cherokee",AL,34.7577,-87.965589
"Chickasaw",AL,30.77145,-88.079697
"Childersburg",AL,33.291877,-86.340599
"Choccolocco",AL,33.674346,-85.710918
"Chunchula",AL,30.927194,-88.2082
"Citronelle",AL,31.097266,-88.249839
"Clanton",AL,32.841704,-86.623008
"Clay",AL,33.696582,-86.608166
"Clayhatchee",AL,31.236925,-85.721478
"Clayton",AL,31.882414,-85.460541
"Cleveland",AL,34.002179,-86.561352
"Clio",AL,31.708516,-85.611039
"Coaling",AL,33.169901,-87.349887
"Coats Bend",AL,34.077426,-85.874184
"Coffee Springs",AL,31.165836,-85.910898
"Coffeeville",AL,31.766564,-88.086049
"Coker",AL,33.243752,-87.681329
"Collinsville",AL,34.262193,-85.867868
"Colony",AL,33.941185,-86.901864
"Columbia",AL,31.295351,-85.110202
"Columbiana",AL,33.19145,-86.615666
"Concord",AL,33.461986,-87.040435
"Coosada",AL,32.495394,-86.326543
"Cordova",AL,33.761292,-87.201099
"Cottondale",AL,33.193047,-87.454861
"Cottonwood",AL,31.054033,-85.29956
"County Line",AL,33.820895,-86.71973
"Courtland",AL,34.669946,-87.327892
"Cowarts",AL,31.206248,-85.309769
"Creola",AL,30.874343,-88.009442
"Crossville",AL,34.285486,-85.998756
"Cuba",AL,32.440733,-88.374798
"Cullman",AL,34.179337,-86.840793
"Cullomburg",AL,31.713061,-88.291774
"Cusseta",AL,32.787654,-85.305748
"Dadeville",AL,32.826114,-85.776201
"Daleville",AL,31.291397,-85.711418
"Daphne",AL,30.625545,-87.895979
"Dauphin Island",AL,30.250913,-88.171268
"Daviston",AL,33.056839,-85.634329
"Dayton",AL,32.350958,-87.641573
"Deatsville",AL,32.588972,-86.388984
"Decatur",AL,34.573321,-86.992135
"Deer Park",AL,31.218369,-88.328023
"Delta",AL,33.440524,-85.675905
"Demopolis",AL,32.499938,-87.825426
"Detroit",AL,34.027379,-88.167831
"Dodge",AL,34.045414,-86.88267
"Dora",AL,33.729703,-87.083874
"Dothan",AL,31.233698,-85.406823
"Double Springs",AL,34.15134,-87.403488
"Douglas",AL,34.168258,-86.323386
"Dozier",AL,31.505407,-86.369235
"Dunnavant",AL,33.508673,-86.529843
"Dutton",AL,34.606152,-85.91185
"East Brewton",AL,31.09144,-87.055345
"East Point",AL,34.191023,-86.791785
"Eclectic",AL,32.640179,-86.041096
"Edgewater",AL,33.530099,-86.95279
"Edwardsville",AL,33.88374,-85.414124
"Egypt",AL,34.075931,-86.165051
"Elba",AL,31.417313,-86.077189
"Elberta",AL,30.373689,-87.595778
"Eldridge",AL,33.922018,-87.620108
"Elkmont",AL,34.932604,-86.976971
"Elmore",AL,32.544337,-86.336446
"Emelle",AL,32.728678,-88.316486
"Emerald Mountain",AL,32.447641,-86.094618
"Enterprise",AL,31.326912,-85.844077
"Epes",AL,32.691249,-88.126852
"Ethelsville",AL,33.414066,-88.216093
"Eufaula",AL,31.910041,-85.152556
"Eunola",AL,31.03139,-85.833966
"Eutaw",AL,32.846247,-87.900332
"Eva",AL,34.326504,-86.765318
"Evergreen",AL,31.442718,-86.959904
"Excel",AL,31.426386,-87.343663
"Fairfield",AL,33.474704,-86.919339
"Fairford",AL,31.178002,-88.072784
"Fairhope",AL,30.52092,-87.879122
"Fairview",AL,34.24906,-86.688834
"Falkville",AL,34.377019,-86.909547
"Faunsdale",AL,32.457614,-87.593789
"Fayette",AL,33.694215,-87.831169
"Fayetteville",AL,33.168097,-86.442774
"Fitzpatrick",AL,32.210373,-85.873699
"Five Points",AL,33.017311,-85.351592
"Flomaton",AL,31.014816,-87.256016
"Florala",AL,31.022391,-86.318152
"Florence",AL,34.830323,-87.666139
"Foley",AL,30.397009,-87.664211
"Forestdale",AL,33.574074,-86.899918
"Forkland",AL,32.647435,-87.867436
"Fort Deposit",AL,31.986261,-86.566359
"Fort Payne",AL,34.457329,-85.689447
"Fort Rucker",AL,31.342576,-85.716072
"Franklin",AL,32.455269,-85.807017
"Fredonia",AL,32.973565,-85.302938
"Frisco",AL,31.439485,-87.404182
"Fruitdale",AL,31.34979,-88.410937
"Fruithurst",AL,33.729539,-85.431249
"Fulton",AL,31.790989,-87.744212
"Fultondale",AL,33.617648,-86.801595
"Fyffe",AL,34.449615,-85.904969
"Gadsden",AL,34.009563,-86.015643
"Gainesville",AL,32.814934,-88.160791
"Gallant",AL,34.001318,-86.230171
"Gantt",AL,31.41074,-86.483524
"Garden",AL,34.015971,-86.751158
"Gardendale",AL,33.676587,-86.809844
"Gaylesville",AL,34.268103,-85.558468
"Geiger",AL,32.868715,-88.318154
"Geneva",AL,31.044886,-85.876818
"Georgiana",AL,31.639134,-86.746762
"Geraldine",AL,34.359087,-86.002579
"Gilbertown",AL,31.875791,-88.319489
"Glen Allen",AL,33.892108,-87.732682
"Glencoe",AL,33.939389,-85.934313
"Glenwood",AL,31.671266,-86.173687
"Goldville",AL,33.084867,-85.777982
"Good Hope",AL,34.109835,-86.865195
"Goodwater",AL,33.060835,-86.052333
"Gordo",AL,33.322286,-87.903681
"Gordon",AL,31.143938,-85.093249
"Gordonville",AL,32.159179,-86.704235
"Goshen",AL,31.720015,-86.123245
"Graham",AL,33.455191,-85.323085
"Grand Bay",AL,30.472082,-88.344401
"Grant",AL,34.518173,-86.26043
"Grayson Valley",AL,33.647038,-86.641281
"Graysville",AL,33.658258,-86.96732
"Greensboro",AL,32.700968,-87.5937
"Greenville",AL,31.843072,-86.636951
"Grimes",AL,31.299856,-85.450292
"Grove Hill",AL,31.702294,-87.773845
"Guin",AL,33.982923,-87.901804
"Gulfcrest",AL,30.991106,-88.242231
"Gulf Shores",AL,30.273981,-87.707168
"Guntersville",AL,34.367947,-86.252323
"Gurley",AL,34.702471,-86.37433
"Gu-Win",AL,33.944319,-87.870368
"Hackleburg",AL,34.269355,-87.830402
"Hackneyville",AL,33.054654,-85.934423
"Haleburg",AL,31.409976,-85.138068
"Haleyville",AL,34.233832,-87.617574
"Hamilton",AL,34.13871,-87.970837
"Hammondville",AL,34.566264,-85.640252
"Hanceville",AL,34.062507,-86.762524
"Harpersville",AL,33.317725,-86.428431
"Hartford",AL,31.105348,-85.691225
"Hartselle",AL,34.440434,-86.940364
"Harvest",AL,34.85507,-86.758643
"Hatton",AL,34.560671,-87.413835
"Hayden",AL,33.894514,-86.744224
"Hayneville",AL,32.182595,-86.578588
"Hazel Green",AL,34.923656,-86.567392
"Headland",AL,31.354974,-85.357031
"Heath",AL,31.344839,-86.46905
"Heflin",AL,33.6474,-85.569339
"Helena",AL,33.285635,-86.874488
"Henagar",AL,34.630641,-85.730918
"Highland Lake",AL,33.894586,-86.422553
"Highland Lakes",AL,33.398378,-86.651296
"Hillsboro",AL,34.642586,-87.178489
"Hissop",AL,32.869773,-86.123622
"Hobson",AL,31.488725,-88.150928
"Hobson",AL,33.618801,-85.846146
"Hodges",AL,34.334246,-87.92316
"Hokes Bluff",AL,33.989682,-85.862873
"Hollins",AL,33.121757,-86.126967
"Hollis Crossroads",AL,33.531333,-85.652862
"Holly Pond",AL,34.167187,-86.611799
"Hollywood",AL,34.717279,-85.965579
"Holt",AL,33.229745,-87.482894
"Holtville",AL,32.630299,-86.328004
"Homewood",AL,33.45855,-86.80965
"Hoover",AL,33.376949,-86.805579
"Horn Hill",AL,31.238158,-86.325104
"Hueytown",AL,33.408484,-87.01658
"Huguley",AL,32.842982,-85.239366
"Huntsville",AL,34.699013,-86.67298
"Hurtsboro",AL,32.24009,-85.41467
"Hytop",AL,34.906403,-86.085258
"Ider",AL,34.702161,-85.669042
"Indian Springs",AL,33.361209,-86.746856
"Irondale",AL,33.539847,-86.660539
"Ivalee",AL,34.0372,-86.147175
"Jackson",AL,31.532321,-87.891183
"Jacksons' Gap",AL,32.884019,-85.815046
"Jacksonville",AL,33.809108,-85.753918
"Jasper",AL,33.856035,-87.270268
"Jemison",AL,32.970705,-86.73307
"Joppa",AL,34.29955,-86.549946
"Kansas",AL,33.902808,-87.556598
"Kellyton",AL,32.979188,-86.034608
"Kennedy",AL,33.580891,-87.986179
"Killen",AL,34.860954,-87.529346
"Kimberly",AL,33.775851,-86.797082
"Kinsey",AL,31.292637,-85.3354
"Kinston",AL,31.219604,-86.170075
"Ladonia",AL,32.459854,-85.097139
"La Fayette",AL,32.899427,-85.400795
"Lakeview",AL,34.391629,-85.975704
"Lake View",AL,33.281696,-87.1413
"Lanett",AL,32.857873,-85.207744
"Langston",AL,34.545063,-86.09335
"Leeds",AL,33.546826,-86.571975
"Leesburg",AL,34.178627,-85.777897
"Leighton",AL,34.698625,-87.529116
"Leroy",AL,31.494937,-87.972782
"Lester",AL,34.982751,-87.155535
"Level Plains",AL,31.30707,-85.768755
"Lexington",AL,34.959351,-87.37283
"Libertyville",AL,31.24398,-86.46015
"Lincoln",AL,33.622176,-86.070637
"Linden",AL,32.301358,-87.792564
"Lineville",AL,33.312832,-85.752278
"Lipscomb",AL,33.426054,-86.926026
"Lisman",AL,32.171729,-88.284092
"Littleville",AL,34.595132,-87.670739
"Livingston",AL,32.595549,-88.186929
"Loachapoka",AL,32.607946,-85.598479
"Lockhart",AL,31.013011,-86.350273
"Locust Fork",AL,33.876794,-86.647093
"Lookout Mountain",AL,34.115916,-85.965464
"Louisville",AL,31.781047,-85.558336
"Lowndesboro",AL,32.276422,-86.610848
"Loxley",AL,30.684588,-87.739213
"Luverne",AL,31.718941,-86.269082
"Lynn",AL,34.057592,-87.548639
"McDonald Chapel",AL,33.518576,-86.938462
"Macedonia",AL,33.403139,-88.239221
"McIntosh",AL,31.264957,-88.028369
"McKenzie",AL,31.54647,-86.725954
"McMullen",AL,33.1481,-88.175749
"Madison",AL,34.710533,-86.76228
"Madrid",AL,31.035771,-85.397845
"Magnolia Springs",AL,30.40341,-87.775895
"Malcolm",AL,31.198697,-88.001065
"Malvern",AL,31.143698,-85.522973
"Maplesville",AL,32.788282,-86.876651
"Marbury",AL,32.684059,-86.476141
"Margaret",AL,33.67284,-86.463942
"Marion",AL,32.631968,-87.317333
"Maytown",AL,33.549016,-86.999872
"Meadowbrook",AL,33.390614,-86.708172
"Megargel",AL,31.378141,-87.430649
"Memphis",AL,33.137044,-88.305942
"Mentone",AL,34.563191,-85.589706
"Meridianville",AL,34.874913,-86.580559
"Midfield",AL,33.455197,-86.922633
"Midland",AL,31.315688,-85.493684
"Midway",AL,32.076373,-85.524417
"Mignon",AL,33.18658,-86.256886
"Millbrook",AL,32.501474,-86.373914
"Millerville",AL,33.191458,-85.929828
"Millport",AL,33.555935,-88.082382
"Millry",AL,31.621199,-88.327956
"Minor",AL,33.53895,-86.940261
"Mobile",AL,30.668426,-88.100226
"Monroeville",AL,31.516223,-87.327714
"Montevallo",AL,33.125869,-86.846924
"Montgomery",AL,32.347174,-86.266114
"Moody",AL,33.603426,-86.493789
"Moores Mill",AL,34.852143,-86.52038
"Mooresville",AL,34.626964,-86.879997
"Morris",AL,33.746735,-86.804438
"Morrison Crossroads",AL,33.417996,-85.488284
"Mosses",AL,32.188758,-86.679435
"Moulton",AL,34.488302,-87.282707
"Moundville",AL,32.996542,-87.627545
"Mountain Brook",AL,33.491488,-86.73447
"Mount Olive",AL,33.078474,-86.133291
"Mount Olive",AL,33.677474,-86.872596
"Mount Vernon",AL,31.087727,-88.013166
"Movico",AL,31.062763,-88.026619
"Mulga",AL,33.552891,-86.973293
"Munford",AL,33.529059,-85.952543
"Muscle Shoals",AL,34.742657,-87.633767
"Myrtlewood",AL,32.252088,-87.949261
"Nanafalia",AL,32.111393,-87.995757
"Nances Creek",AL,33.85465,-85.684728
"Napier Field",AL,31.314917,-85.454962
"Natural Bridge",AL,34.090353,-87.601409
"Nauvoo",AL,33.984386,-87.48544
"Nectar",AL,33.979779,-86.620614
"Needham",AL,31.987,-88.336563
"Newbern",AL,32.591672,-87.535614
"New Brockton",AL,31.367723,-85.92518
"New Hope",AL,34.537972,-86.412372
"New Market",AL,34.892335,-86.425818
"New Site",AL,33.026041,-85.784536
"Newton",AL,31.341229,-85.588307
"New Union",AL,34.133682,-86.228002
"Newville",AL,31.420604,-85.33669
"North Courtland",AL,34.680046,-87.305721
"North Johns",AL,33.368055,-87.100888
"Northport",AL,33.257718,-87.596388
"Notasulga",AL,32.555409,-85.668577
"Oak Grove",AL,33.190359,-86.303727
"Oak Hill",AL,31.92162,-87.085234
"Oakman",AL,33.714322,-87.388699
"Odenville",AL,33.700875,-86.423371
"Ohatchee",AL,33.789764,-86.029055
"Oneonta",AL,33.947082,-86.48951
"Onycha",AL,31.225693,-86.276024
"Opelika",AL,32.660739,-85.37889
"Opp",AL,31.284375,-86.257442
"Orange Beach",AL,30.293811,-87.58596
"Orrville",AL,32.306769,-87.245447
"Our",AL,32.842211,-85.967035
"Owens Cross Roads",AL,34.585458,-86.455027
"Oxford",AL,33.598433,-85.872336
"Ozark",AL,31.451615,-85.645035
"Paint Rock",AL,34.660934,-86.333952
"Panola",AL,32.946819,-88.262264
"Parrish",AL,33.732321,-87.280127
"Pelham",AL,33.32183,-86.742197
"Pell",AL,33.560776,-86.26879
"Pennington",AL,32.20696,-88.055777
"Penton",AL,33.009832,-85.474824
"Perdido Beach",AL,30.353879,-87.504788
"Peterman",AL,31.583669,-87.263042
"Petrey",AL,31.85216,-86.204007
"Phenix",AL,32.461669,-85.025021
"Phil Campbell",AL,34.351539,-87.706319
"Pickensville",AL,33.235782,-88.289443
"Piedmont",AL,33.926035,-85.615442
"Pike Road",AL,32.311887,-86.033007
"Pinckard",AL,31.318989,-85.537836
"Pine Apple",AL,31.872155,-86.989059
"Pine Hill",AL,31.985884,-87.587516
"Pine Level",AL,32.579542,-86.454318
"Pine Ridge",AL,34.44795,-85.784018
"Pinson",AL,33.703291,-86.669741
"Pisgah",AL,34.684366,-85.84601
"Pleasant Grove",AL,33.493605,-86.978206
"Pleasant Groves",AL,34.737619,-86.197637
"Point Clear",AL,30.494676,-87.909991
"Pollard",AL,31.023877,-87.172978
"Powell",AL,34.532534,-85.897879
"Prattville",AL,32.461908,-86.457385
"Priceville",AL,34.524483,-86.881676
"Prichard",AL,30.773337,-88.131418
"Providence",AL,32.342386,-87.776115
"Putnam",AL,32.018084,-88.033057
"Ragland",AL,33.748325,-86.135927
"Rainbow",AL,33.928777,-86.084228
"Rainsville",AL,34.494364,-85.836505
"Ranburne",AL,33.525853,-85.339013
"Ray",AL,32.88923,-86.024612
"Red Bay",AL,34.436097,-88.136515
"Redland",AL,32.481426,-86.143759
"Red Level",AL,31.406711,-86.606217
"Redstone Arsenal",AL,34.687763,-86.661268
"Reece",AL,34.077307,-86.034461
"Reeltown",AL,32.574211,-85.819562
"Reform",AL,33.378214,-88.017297
"Rehobeth",AL,31.124507,-85.439607
"Repton",AL,31.409716,-87.238931
"Ridgeville",AL,34.056929,-86.102874
"River Falls",AL,31.352397,-86.544609
"Riverside",AL,33.616394,-86.204357
"Riverview",AL,31.061141,-87.077421
"Roanoke",AL,33.145305,-85.369526
"Robertsdale",AL,30.557139,-87.704723
"Rock Creek",AL,33.477227,-87.081249
"Rockford",AL,32.896866,-86.208345
"Rock Mills",AL,33.15994,-85.28107
"Rockville",AL,31.405776,-87.844212
"Rogersville",AL,34.827714,-87.284092
"Rosa",AL,33.992756,-86.500325
"Russellville",AL,34.505737,-87.728192
"Rutledge",AL,31.724072,-86.302008
"St. Florian",AL,34.86698,-87.623535
"St. Stephens",AL,31.571111,-88.052834
"Saks",AL,33.711401,-85.853698
"Samson",AL,31.112417,-86.046735
"Sand Rock",AL,34.2302,-85.771561
"Sanford",AL,31.29882,-86.398859
"Saraland",AL,30.834851,-88.101054
"Sardis",AL,34.172413,-86.119104
"Satsuma",AL,30.857874,-88.063383
"Scottsboro",AL,34.644641,-86.048205
"Section",AL,34.581644,-85.984942
"Selma",AL,32.41702,-87.035792
"Selmont-West Selmont",AL,32.378249,-87.006898
"Semmes",AL,30.758739,-88.223075
"Sheffield",AL,34.755494,-87.701265
"Shelby",AL,33.106882,-86.585403
"Shiloh",AL,34.463763,-85.877994
"Shoal Creek",AL,33.430763,-86.610925
"Shorter",AL,32.411509,-85.972756
"Silas",AL,31.767802,-88.325923
"Silverhill",AL,30.544644,-87.749201
"Sims Chapel",AL,31.249255,-88.142971
"Sipsey",AL,33.822119,-87.082918
"Skyline",AL,34.798524,-86.12243
"Slocomb",AL,31.112122,-85.598663
"Smiths Station",AL,32.534662,-85.111341
"Smoke Rise",AL,33.879942,-86.824683
"Snead",AL,34.119476,-86.389223
"Somerville",AL,34.467006,-86.795843
"Southside",AL,33.890841,-86.01802
"South Vinemont",AL,34.233907,-86.866026
"Spanish Fort",AL,30.722714,-87.865845
"Spring Garden",AL,33.972965,-85.555756
"Springville",AL,33.74472,-86.488817
"Spruce Pine",AL,34.39287,-87.729597
"Standing Rock",AL,33.08569,-85.239849
"Steele",AL,33.941378,-86.192107
"Sterrett",AL,33.442198,-86.461045
"Stevenson",AL,34.876797,-85.81435
"Stewartville",AL,33.075532,-86.260693
"Sulligent",AL,33.891189,-88.126633
"Sumiton",AL,33.749269,-87.046903
"Summerdale",AL,30.476741,-87.687561
"Susan Moore",AL,34.091999,-86.434156
"Sweet Water",AL,32.104903,-87.861185
"Sylacauga",AL,33.177974,-86.260238
"Sylvania",AL,34.562043,-85.80472
"Sylvan Springs",AL,33.528628,-87.031206
"Talladega",AL,33.431757,-86.099454
"Talladega Springs",AL,33.120452,-86.437761
"Tallassee",AL,32.532665,-85.891993
"Tarrant",AL,33.596495,-86.762522
"Taylor",AL,31.168757,-85.475808
"Theodore",AL,30.538686,-88.187573
"Thomaston",AL,32.268277,-87.623706
"Thomasville",AL,31.911088,-87.741856
"Thorsby",AL,32.918209,-86.719603
"Tibbie",AL,31.370471,-88.24386
"Tidmore Bend",AL,34.03249,-85.925319
"Tillmans Corner",AL,30.581533,-88.21278
"Town Creek",AL,34.671301,-87.407763
"Toxey",AL,31.910712,-88.309146
"Trafford",AL,33.819484,-86.746572
"Triana",AL,34.592663,-86.742875
"Trinity",AL,34.597263,-87.083806
"Troy",AL,31.80196,-85.96713
"Trussville",AL,33.655407,-86.563109
"Tuscaloosa",AL,33.234404,-87.5283
"Tuscumbia",AL,34.718502,-87.702586
"Tuskegee",AL,32.418209,-85.673314
"Twin",AL,33.992314,-87.852295
"Underwood-Petersville",AL,34.876112,-87.698157
"Union",AL,32.99381,-87.907179
"Union Grove",AL,34.406172,-86.451667
"Union Springs",AL,32.139506,-85.714623
"Uniontown",AL,32.446719,-87.48738
"Uriah",AL,31.307365,-87.499213
"Valley",AL,32.828953,-85.169386
"Valley Grande",AL,32.486872,-87.032773
"Valley Head",AL,34.556171,-85.622882
"Vance",AL,33.173992,-87.226627
"Vandiver",AL,33.458856,-86.529222
"Vernon",AL,33.758859,-88.114379
"Vestavia Hills",AL,33.462496,-86.739508
"Vina",AL,34.376175,-88.060572
"Vincent",AL,33.383145,-86.402544
"Vinegar Bend",AL,31.259093,-88.367264
"Vredenburgh",AL,31.823234,-87.318077
"Wadley",AL,33.1234,-85.568592
"Waldo",AL,33.387083,-86.041075
"Walnut Grove",AL,34.064595,-86.28717
"Warrior",AL,33.815214,-86.815273
"Waterloo",AL,34.917199,-88.064373
"Waverly",AL,32.730078,-85.570999
"Weaver",AL,33.761854,-85.810191
"Webb",AL,31.257252,-85.289817
"Wedowee",AL,33.308004,-85.4865
"Weogufka",AL,33.032235,-86.323775
"West Blocton",AL,33.118176,-87.125225
"West End-Cobb",AL,33.651453,-85.876528
"West Jefferson",AL,33.648529,-87.068
"Westover",AL,33.378305,-86.536849
"West Point",AL,34.23873,-86.964075
"Wetumpka",AL,32.540376,-86.206999
"Whatley",AL,31.646343,-87.710836
"White Hall",AL,32.297411,-86.715776
"White Plains",AL,33.759312,-85.68847
"Whitesboro",AL,34.169004,-86.058499
"Wilsonville",AL,33.240752,-86.491105
"Wilton",AL,33.081565,-86.879655
"Winfield",AL,33.931561,-87.791874
"Woodland",AL,33.375627,-85.397439
"Woodstock",AL,33.217312,-87.14841
"Woodville",AL,34.629576,-86.283461
"Yellow Bluff",AL,31.962139,-87.48072
"York",AL,32.500609,-88.291401
"Adak",AK,51.840182,-176.566001
"Akhiok",AK,56.948856,-154.215556
"Akiachak",AK,60.916162,-161.404695
"Akiak",AK,60.909982,-161.216376
"Akutan",AK,54.140014,-165.762992
"Alakanuk",AK,62.71116,-164.644712
"Alatna",AK,66.563929,-152.838002
"Alcan Border",AK,62.695606,-141.182741
"Aleknagik",AK,59.288961,-158.664343
"Aleneva",AK,58.059045,-152.909008
"Allakaket",AK,66.560261,-152.644967
"Ambler",AK,67.100657,-157.847803
"Anaktuvuk Pass",AK,68.154932,-151.705201
"Anchorage",AK,61.17425,-149.284329
"Anchor Point",AK,59.747364,-151.695697
"Anderson",AK,64.308281,-149.163187
"Angoon",AK,57.440851,-134.478015
"Aniak",AK,61.578035,-159.528754
"Anvik",AK,62.630995,-160.213725
"Arctic",AK,68.16542,-145.401329
"Atka",AK,52.213091,-174.215643
"Atmautluak",AK,60.861522,-162.279808
"Atqasuk",AK,70.480786,-157.325459
"Badger",AK,64.800081,-147.385129
"Barrow",AK,71.2535,-156.800072
"Bear Creek",AK,60.208055,-149.369783
"Beaver",AK,66.390584,-147.337916
"Beluga",AK,61.191031,-151.184378
"Bethel",AK,60.792998,-161.793477
"Bettles",AK,66.906318,-151.537737
"Big Delta",AK,64.156648,-145.740922
"Big Lake",AK,61.529768,-149.980916
"Birch Creek",AK,66.266519,-145.87382
"Brevig Mission",AK,65.34392,-166.508493
"Buckland",AK,65.975886,-161.138732
"Buffalo Soapstone",AK,61.685152,-149.120215
"Butte",AK,61.533727,-148.987706
"Cantwell",AK,63.411396,-148.749622
"Central",AK,65.48009,-144.478091
"Chalkyitsik",AK,66.646856,-143.788895
"Chase",AK,62.418236,-149.936172
"Chefornak",AK,60.15122,-164.251364
"Chena Ridge",AK,64.799021,-148.023779
"Chenega",AK,60.091902,-147.994693
"Chevak",AK,61.531066,-165.597199
"Chickaloon",AK,61.815261,-148.291983
"Chicken",AK,64.087658,-141.82813
"Chignik",AK,56.294355,-158.395644
"Chignik Lagoon",AK,56.304623,-158.49851
"Chignik Lake",AK,56.271969,-158.789108
"Chiniak",AK,57.574806,-152.283288
"Chisana",AK,62.110484,-142.048641
"Chistochina",AK,62.596444,-144.941045
"Chitina",AK,61.551904,-144.175849
"Chuathbaluk",AK,61.575539,-159.24707
"Circle",AK,65.838581,-144.17543
"Clam Gulch",AK,60.208902,-151.404202
"Clark's Point",AK,58.833381,-158.528799
"Coffman Cove",AK,56.001751,-132.841933
"Cohoe",AK,60.266971,-151.298172
"Cold Bay",AK,55.21579,-162.775829
"Coldfoot",AK,67.247451,-150.108051
"College",AK,64.870065,-147.807221
"Cooper Landing",AK,60.496223,-149.824072
"Copper Center",AK,61.984549,-145.354342
"Cordova",AK,60.530138,-145.642065
"Covenant Life",AK,59.397505,-136.123002
"Craig",AK,55.488233,-133.111069
"Crooked Creek",AK,61.796853,-158.081066
"Crown Point",AK,60.426679,-149.35298
"Deering",AK,66.069313,-162.76861
"Delta Junction",AK,64.060263,-145.693529
"Deltana",AK,63.789386,-145.351621
"Diamond Ridge",AK,59.708319,-151.545304
"Dillingham",AK,58.980556,-158.467569
"Diomede",AK,65.753769,-168.923151
"Dot Lake",AK,63.586914,-144.293082
"Dot Lake",AK,63.662262,-144.016014
"Dry Creek",AK,63.626638,-144.639194
"Eagle",AK,64.780117,-141.19332
"Eagle",AK,64.743383,-141.113825
"Edna Bay",AK,55.971212,-133.695861
"Eek",AK,60.21424,-162.030362
"Egegik",AK,58.205148,-157.521978
"Eielson AFB",AK,64.664101,-147.036297
"Ekwok",AK,59.345664,-157.488006
"Elfin Cove",AK,58.191175,-136.312524
"Elim",AK,64.618385,-162.273386
"Emmonak",AK,62.785183,-164.566301
"Ester",AK,64.879056,-148.041153
"Eureka Roadhouse",AK,61.958507,-147.155104
"Evansville",AK,66.932973,-151.368929
"Excursion Inlet",AK,58.414676,-135.345524
